Date_of_Sale,Postal_Code,County,Price_€_VAT_incl,Description_of_Property,Property_Size_Description,Month_of_Sale,Quarter_of_Sale
2016-02-22,unknown,Dublin,75000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2010-06-21,dublin 6w,Dublin,410000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-06-22,unknown,Cork,240000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-12-22,unknown,Cavan,137000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-05-09,dublin 8,Dublin,50400.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2014-08-20,unknown,Dublin,269999.0,New Dwelling house /Apartment,< 38,August,3
2012-04-17,dublin 7,Dublin,100000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2015-03-24,unknown,Leitrim,88000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-04-27,unknown,Westmeath,155000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2012-07-24,unknown,Kerry,60000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-10-06,unknown,Kerry,137500.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-07-22,unknown,Galway,125000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-04-26,unknown,Louth,194500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-06-27,unknown,Mayo,65000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-12-17,unknown,Cork,410000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-07-15,unknown,Limerick,45600.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-12-21,unknown,Cork,35000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-07-20,unknown,Wexford,126000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-11-21,unknown,Offaly,149999.0,New Dwelling house /Apartment,38 - 125,November,4
2017-11-20,unknown,Monaghan,155000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-11-01,unknown,Longford,100000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2019-11-04,unknown,Kildare,307500.0,New Dwelling house /Apartment,unknown,November,4
2013-12-20,dublin 15,Dublin,23858.0,New Dwelling house /Apartment,38 - 125,December,4
2015-03-24,unknown,Cork,90000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-12-17,dublin 3,Dublin,647280.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-05-11,unknown,Offaly,80000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-01-23,unknown,Wicklow,165000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2016-02-19,unknown,Roscommon,115000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2012-11-02,dublin 12,Dublin,66666.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2011-05-13,dublin 12,Dublin,110000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-03-01,unknown,Dublin,485000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-11-26,unknown,Donegal,206255.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2014-05-09,unknown,Cork,167500.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2022-01-11,dublin 5,Dublin,355000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-12-13,unknown,Galway,240000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-11-28,unknown,Limerick,105000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2019-10-28,unknown,Kerry,375000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-01-28,unknown,Clare,165000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-10-03,unknown,Meath,245000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2014-11-21,unknown,Cork,58000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2018-08-10,unknown,Wicklow,199000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2010-03-26,unknown,Laois,112000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-09-04,unknown,Mayo,134000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-05-22,unknown,Cork,125000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2016-10-26,dublin 7,Dublin,165000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2013-12-19,unknown,Kilkenny,490000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2011-11-09,unknown,Tipperary,133000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-12-14,unknown,Kilkenny,408000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-10-06,dublin 17,Dublin,191500.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-04-22,unknown,Sligo,65000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-09-23,unknown,Cork,66398.0,New Dwelling house /Apartment,>= 125,September,3
2011-09-21,unknown,Sligo,66965.0,New Dwelling house /Apartment,38 - 125,September,3
2021-03-23,unknown,Donegal,65000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-12-20,unknown,Cavan,50000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-12-23,unknown,Limerick,183500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-05-18,unknown,Dublin,925000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-02-12,unknown,Meath,305000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-03-12,unknown,Laois,55000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2021-03-09,unknown,Louth,180000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-07-09,unknown,Kilkenny,300000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-09-03,dublin 4,Dublin,310000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-07-30,unknown,Meath,351850.0,New Dwelling house /Apartment,38 - 125,July,3
2017-04-26,dublin 12,Dublin,240000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2011-12-14,unknown,Kerry,95232.0,New Dwelling house /Apartment,38 - 125,December,4
2014-07-31,unknown,Wexford,137000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2011-01-27,unknown,Carlow,270000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2019-05-29,dublin 15,Dublin,330000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2018-09-28,unknown,Dublin,940000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-12-08,unknown,Cavan,157400.0,New Dwelling house /Apartment,>= 125,December,4
2019-11-05,unknown,Dublin,328500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-11-25,unknown,Kerry,129000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-12-20,unknown,Offaly,23858.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-05-21,unknown,Mayo,80000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-12-14,unknown,Meath,925000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-07-06,dublin 18,Dublin,300000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-10-28,dublin 18,Dublin,775000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-12-19,unknown,Dublin,560000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-01-11,unknown,Louth,85000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2013-11-13,unknown,Meath,158000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-07-23,unknown,Westmeath,200000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-05-11,unknown,Dublin,500000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-07-02,unknown,Meath,210000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-03-21,dublin 18,Dublin,280000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2013-02-28,dublin 8,Dublin,230000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-11-10,unknown,Clare,255000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2014-09-22,dublin 4,Dublin,275000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-05-14,dublin 12,Dublin,140000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2012-08-21,dublin 6,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2014-03-28,unknown,Laois,96500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-11-20,unknown,Cork,115000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-10-26,dublin 24,Dublin,302000.0,New Dwelling house /Apartment,38 - 125,October,4
2011-06-10,unknown,Meath,410000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-08-01,unknown,Sligo,152500.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-12-18,unknown,Westmeath,124000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2012-01-24,unknown,Cork,123000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-10-06,dublin 8,Dublin,310000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-07-28,unknown,Dublin,75000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-04-09,unknown,Clare,95000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2014-08-08,dublin 22,Dublin,75000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-03-03,unknown,Dublin,250000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-11-09,unknown,Kildare,240000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-09-14,unknown,Louth,485000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-06-11,unknown,Meath,245000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2014-06-25,unknown,Kilkenny,63000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2015-09-10,unknown,Cavan,70000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2018-09-19,unknown,Limerick,159000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2020-12-15,dublin 4,Dublin,390000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-09-08,dublin 13,Dublin,500000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2018-04-20,dublin 5,Dublin,465000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2010-03-05,dublin 3,Dublin,570000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-09-02,unknown,Limerick,136667.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-07-08,dublin 3,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-12-14,unknown,Louth,45000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-06-07,unknown,Westmeath,140000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-10-14,unknown,Cork,345000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-08-26,dublin 11,Dublin,89207.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2014-06-06,unknown,Galway,200000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-06-27,unknown,Cork,500000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2013-12-20,dublin 15,Dublin,23858.0,New Dwelling house /Apartment,38 - 125,December,4
2021-11-26,unknown,Cork,125000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-07-15,unknown,Mayo,90000.0,New Dwelling house /Apartment,< 38,July,3
2015-07-13,dublin 4,Dublin,337490.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-03-21,dublin 2,Dublin,270850.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-10-16,unknown,Sligo,675393.0,New Dwelling house /Apartment,38 - 125,October,4
2021-12-02,unknown,Kildare,425000.0,New Dwelling house /Apartment,unknown,December,4
2012-07-27,unknown,Westmeath,83000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2017-09-25,unknown,Laois,260000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2021-06-14,unknown,Galway,207000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2016-06-27,unknown,Wicklow,460113.0,New Dwelling house /Apartment,38 - 125,June,2
2017-04-21,unknown,Monaghan,100000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2012-07-02,unknown,Dublin,245000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-04-20,unknown,Waterford,32500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-09-24,unknown,Limerick,189000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-12-03,unknown,Limerick,115000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2010-07-09,unknown,Dublin,285000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-11-05,unknown,Carlow,1390400.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2020-12-17,unknown,Limerick,410000.0,New Dwelling house /Apartment,unknown,December,4
2019-05-13,dublin 14,Dublin,1300000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2012-12-19,unknown,Galway,236000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-03-29,unknown,Tipperary,70000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-12-09,unknown,Cork,177492.0,New Dwelling house /Apartment,38 - 125,December,4
2011-01-12,unknown,Galway,250000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2015-02-16,dublin 15,Dublin,125000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-06-05,dublin 11,Dublin,224950.0,New Dwelling house /Apartment,>= 125,June,2
2013-10-25,unknown,Wicklow,150000.0,New Dwelling house /Apartment,38 - 125,October,4
2010-10-11,unknown,Clare,75000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2010-05-25,unknown,Galway,185000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-10-12,unknown,Louth,238350.0,New Dwelling house /Apartment,unknown,October,4
2014-11-26,unknown,Cork,59998.0,New Dwelling house /Apartment,38 - 125,November,4
2021-05-13,unknown,Clare,280000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-10-23,unknown,Wexford,115000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-12-11,unknown,Dublin,200794.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2011-11-16,unknown,Wexford,157500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-02-15,unknown,Tipperary,83000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2010-05-28,unknown,Dublin,204999.0,New Dwelling house /Apartment,38 - 125,May,2
2017-01-23,unknown,Leitrim,88000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2020-12-21,unknown,Cork,153000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-07-18,unknown,Louth,170829.0,New Dwelling house /Apartment,38 - 125,July,3
2015-10-16,unknown,Limerick,250000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-05-07,unknown,Wicklow,1390400.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-10-04,unknown,Dublin,520000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-06-19,unknown,Kildare,560009.0,New Dwelling house /Apartment,unknown,June,2
2019-08-28,unknown,Louth,244025.0,New Dwelling house /Apartment,unknown,August,3
2019-11-26,unknown,Cavan,172000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-06-29,unknown,Cork,160000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-06-27,unknown,Cork,250000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-05-22,unknown,Carlow,230000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-08-16,unknown,Louth,269951.0,New Dwelling house /Apartment,unknown,August,3
2019-12-19,unknown,Leitrim,40000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-11-18,dublin 16,Dublin,400000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-03-16,dublin 13,Dublin,197500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-05-27,unknown,Sligo,25000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-04-06,unknown,Wicklow,256684.0,New Dwelling house /Apartment,unknown,April,2
2016-11-07,unknown,Clare,170000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-01-19,unknown,Wicklow,310000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2018-01-17,unknown,Sligo,235000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2016-09-14,unknown,Cork,240000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2021-03-10,unknown,Meath,305000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-11-16,dublin 4,Dublin,410000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2013-10-10,unknown,Dublin,225000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-07-05,unknown,Tipperary,164000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-08-11,unknown,Galway,725000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2011-03-25,unknown,Laois,96500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-05-22,unknown,Wicklow,250000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-05-19,dublin 10,Dublin,177800.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2019-12-20,unknown,Dublin,178000.0,New Dwelling house /Apartment,unknown,December,4
2015-07-31,unknown,Waterford,107000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-11-26,unknown,Mayo,49000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-09-27,unknown,Kerry,92000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-10-23,unknown,Cork,1390400.0,New Dwelling house /Apartment,38 - 125,October,4
2017-06-22,dublin 3,Dublin,800000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2017-09-30,unknown,Wicklow,227000.0,New Dwelling house /Apartment,>= 125,September,3
2016-03-18,unknown,Galway,120000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-08-25,unknown,Wexford,59000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-02-16,unknown,Sligo,60000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2017-04-20,unknown,Meath,150000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-10-24,unknown,Kerry,188000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-03-18,unknown,Meath,140000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2020-08-04,unknown,Kilkenny,220000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-11-03,unknown,Kildare,479998.0,New Dwelling house /Apartment,unknown,November,4
2020-09-14,unknown,Tipperary,181000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2016-12-21,unknown,Limerick,284625.0,New Dwelling house /Apartment,38 - 125,December,4
2020-10-19,unknown,Kildare,585000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-06-28,unknown,Wicklow,360000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2014-08-26,unknown,Wexford,55000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-05-06,unknown,Galway,80664.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2016-10-27,unknown,Wicklow,345000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
